canonical,direct_use_status,mining_role,terminal_allowed,allowed_ast_positions,mining_lane,economic_effect_family,semantic_redundancy_group,data_inputs,scalar_parameters,context_inputs,group_inputs,event_inputs,output_semantic_kind,output_unit,supported_markets,source_recipes,runtime_cost,production_certified,directly_usable,retention_reason,delete_reason,replacement
ofi_volume_flow_regime,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,signed_volume,window|min_periods|threshold,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ofi_volume_imbalance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,signed_volume,window|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ofi_zero_flow_balance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,signed_volume,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ohlc_corwin_schultz_spread,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|smooth_window,,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
open_close_return,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,open_px|close,price_basis,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
open_to_vwap_return,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,open_px|vwap,price_basis,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
or_,direct_condition,condition,False,condition,condition,unknown,,x|y,,,,,series,,ashare|us,daily_bar,0,True,True,Boolean/comparison/missingness — condition slot only,,
overnight_return,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,open_px|pre_close,price_basis,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
overnight_volatility,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,open|close,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
panel_async_beta_ex_self,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret|weight,window|min_periods|refresh_freq,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
panel_factor_pocket_strength,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret|factor,window|min_periods|threshold,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
panel_mixture_of_experts_score,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,y|x1|x2|x3|x4|market_state,window|n_experts|label_horizon,,,,series,,ashare|us,daily_bar,8,False,False,panel MoE regime score,,
panel_peer_graph_aggregate,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|similarity,method|threshold,,,,series,same_as:x,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
panel_predictability_mosaic_score,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,base_signal|realized_return|state_feature,window|min_history|clusters|lag,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
panel_regime_conditioned_forecast,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,y|x1|x2|x3|x4|market_state,window|n_regimes|label_horizon,,,,series,,ashare|us,daily_bar,8,False,False,regime-conditioned forecast,,
panel_rolling_elastic_net_forecast,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,y|x1|x2|x3|x4,window|alpha|l1_ratio|label_horizon,,,,series,,ashare|us,daily_bar,8,False,False,rolling elastic-net forecast,,
panel_rolling_pca_explained_ratio,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,ret,window|n_components,,,,series,,ashare|us,daily_bar,8,False,False,rolling panel-PCA explained ratio,,
panel_rolling_pca_loading,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,ret,window|component,,,,series,,ashare|us,daily_bar,8,False,False,rolling panel-PCA loading — factor composition building block,,
panel_rolling_pca_resid,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,ret,window|n_components,,,,series,,ashare|us,daily_bar,8,False,False,rolling panel-PCA residual,,
panel_rolling_pca_resid_momentum,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,ret,window|n_components,,,,series,,ashare|us,daily_bar,8,False,False,rolling panel-PCA residual momentum,,
panel_rolling_pca_resid_vol,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,ret,window|n_components,,,,series,,ashare|us,daily_bar,8,False,False,rolling panel-PCA residual volatility,,
panel_rolling_pcr_forecast,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,y|x1|x2|x3|x4,window|n_components|label_horizon,,,,series,,ashare|us,daily_bar,8,False,False,rolling PCR forecast,,
panel_rolling_pls_forecast,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,y|x1|x2|x3|x4,window|n_components|label_horizon,,,,series,,ashare|us,daily_bar,8,False,False,rolling PLS forecast,,
parkinson_vol,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,volatility,range_vol,high|low,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_123_bear,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|min_swing,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_123_bull,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|min_swing,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_ascending_triangle,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points|slope_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_bear_flag,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|high|low|volume|impulse_window|flag_window|min_impulse|max_retracement|max_width|volume_decay_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_bear_pennant,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|high|low|volume|impulse_window|pennant_window|min_impulse|max_width|volume_decay_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_breakdown_retest,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|max_wait|tolerance,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_breakout_retest,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|max_wait|tolerance,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_broadening,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points|slope_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_bull_flag,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|high|low|volume|impulse_window|flag_window|min_impulse|max_retracement|max_width|volume_decay_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_bull_pennant,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|high|low|volume|impulse_window|pennant_window|min_impulse|max_width|volume_decay_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_cup,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|min_depth|max_edge_diff|min_fit,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_cup_handle,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|high|low|cup_window|handle_window|min_depth|max_edge_diff|min_fit|max_handle_retracement,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_descending_triangle,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points|slope_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_double_bottom,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|tolerance|min_depth|min_spacing|max_spacing,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_double_top,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|tolerance|min_depth|min_spacing|max_spacing,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_falling_channel,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points|slope_threshold|parallel_tolerance,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_falling_wedge,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points|slope_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_head_shoulders,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|shoulder_tolerance|head_min_prominence|max_neckline_slope,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_inverse_head_shoulders,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|shoulder_tolerance|head_min_prominence|max_neckline_slope,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_rectangle,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points|slope_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_rising_channel,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points|slope_threshold|parallel_tolerance,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_rising_wedge,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points|slope_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_rounding_bottom,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|min_fit,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_rounding_top,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|min_fit,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_sym_triangle,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points|slope_threshold,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_triple_bottom,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|tolerance|min_depth|min_spacing|max_spacing,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
pattern_triple_top,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|tolerance|min_depth|min_spacing|max_spacing,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
period_average,direct_recipe,recipe_internal,False,intermediate,alpha_direct,unknown,,x|period_id|require_consecutive,periods,,,,series,,ashare|us,fundamental_pit,1,False,False,fundamental period transform — standard recipe building block,,
period_cagr,direct_alpha,fundamental_pit,True,intermediate|terminal,alpha_direct,unknown,,x|period_id|periods_per_year|sign_policy|require_consecutive,periods,,,,series,,ashare|us,fundamental_pit,1,False,False,fundamental PIT alpha (verified role),,
period_change,direct_alpha,fundamental_pit,True,intermediate|terminal,alpha_direct,unknown,,x|period_id|mode|require_consecutive,periods,,,,series,,ashare|us,fundamental_pit,1,False,False,fundamental PIT alpha (verified role),,
period_lag,direct_alpha,fundamental_pit,True,intermediate|terminal,alpha_direct,unknown,,x|period_id,periods|revision_policy,,,,series,,ashare|us,fundamental_pit,1,False,False,fundamental PIT alpha (verified role),,
period_stability,direct_alpha,fundamental_pit,True,intermediate|terminal,alpha_direct,unknown,,x|period_id|method|require_consecutive,periods,,,,series,,ashare|us,fundamental_pit,1,False,False,fundamental PIT alpha (verified role),,
piotroski_f_score,direct_alpha,fundamental_pit,True,intermediate|terminal,alpha_direct,unknown,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id|mask,,,,,series,,ashare|us,fundamental_pit,3,False,False,fundamental PIT alpha (verified role),,
piotroski_f_score_tolerant,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id|mask,,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
piotroski_observed_count,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id|mask,,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
piotroski_partial_score,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id|mask,,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
positive_event_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,event,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
positive_event_rate,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,event,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
power,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,x,y,,,,series,,ashare|us,daily_bar,1,True,True,monotonic power — normalizer building block,,
price_impact,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret|dollar_volume,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
