canonical,aliases,source_file,source_symbol,category,business_category,surface,production_certification,role,terminal_allowed,deterministic,pit_safe_claim,stateful,input_arity,input_grain,output_grain,input_units,output_unit,params,default_params,backends,window_semantics,tags,description
pattern_123_bear,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_123_bear,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|min_swing,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern 123 bear
pattern_123_bull,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_123_bull,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|min_swing,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern 123 bull
pattern_ascending_triangle,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_ascending_triangle,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points|slope_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Ascending triangle structure.
pattern_bear_flag,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_bear_flag,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|high|low|volume|impulse_window|flag_window|min_impulse|max_retracement|max_width|volume_decay_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Bear flag: prior negative impulse plus bounded consolidation.
pattern_bear_pennant,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_bear_pennant,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|high|low|volume|impulse_window|pennant_window|min_impulse|max_width|volume_decay_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern bear pennant
pattern_breakdown_retest,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_breakdown_retest,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|window|max_wait|tolerance,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern breakdown retest
pattern_breakout_retest,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_breakout_retest,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|window|max_wait|tolerance,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern breakout retest
pattern_broadening,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_broadening,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points|slope_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Broadening/megaphone structure.
pattern_bull_flag,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_bull_flag,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|high|low|volume|impulse_window|flag_window|min_impulse|max_retracement|max_width|volume_decay_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Bull flag: prior positive impulse plus bounded consolidation.
pattern_bull_pennant,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_bull_pennant,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|high|low|volume|impulse_window|pennant_window|min_impulse|max_width|volume_decay_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern bull pennant
pattern_cup,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_cup,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|window|min_depth|max_edge_diff|min_fit,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern cup
pattern_cup_handle,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_cup_handle,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|high|low|cup_window|handle_window|min_depth|max_edge_diff|min_fit|max_handle_retracement,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern cup handle
pattern_descending_triangle,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_descending_triangle,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points|slope_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Descending triangle structure.
pattern_double_bottom,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_double_bottom,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|tolerance|min_depth|min_spacing|max_spacing,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Continuous confirmed double-bottom structure score.
pattern_double_top,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_double_top,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|tolerance|min_depth|min_spacing|max_spacing,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Continuous confirmed double-top structure score.
pattern_falling_channel,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_falling_channel,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points|slope_threshold|parallel_tolerance,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Falling parallel channel structure.
pattern_falling_wedge,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_falling_wedge,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points|slope_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Falling wedge structure.
pattern_head_shoulders,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_head_shoulders,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|shoulder_tolerance|head_min_prominence|max_neckline_slope,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Confirmed head-and-shoulders structure score.
pattern_inverse_head_shoulders,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_inverse_head_shoulders,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|shoulder_tolerance|head_min_prominence|max_neckline_slope,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Confirmed inverse head-and-shoulders structure score.
pattern_rectangle,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_rectangle,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points|slope_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Flat support/resistance rectangle structure.
pattern_rising_channel,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_rising_channel,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points|slope_threshold|parallel_tolerance,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Rising parallel channel structure.
pattern_rising_wedge,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_rising_wedge,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points|slope_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Rising wedge structure.
pattern_rounding_bottom,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_rounding_bottom,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|window|min_fit,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern rounding bottom
pattern_rounding_top,,cleaned_operators.price_volume.structure_patterns_extra_v2,ChartExtra_pattern_rounding_top,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,close|window|min_fit,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,pattern rounding top
pattern_sym_triangle,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_pattern_sym_triangle,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points|slope_threshold,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Symmetrical triangle structure.
pattern_triple_bottom,,cleaned_operators.price_volume.structure_patterns_extra_repairs_v2,ChartPatternRepair_pattern_triple_bottom,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|tolerance|min_depth|min_spacing|max_spacing,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_repair,Repaired causal pattern triple bottom.
pattern_triple_top,,cleaned_operators.price_volume.structure_patterns_extra_repairs_v2,ChartPatternRepair_pattern_triple_top,chart_pattern,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|tolerance|min_depth|min_spacing|max_spacing,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_repair,Repaired causal pattern triple top.
period_average,,cleaned_operators.overhaul.base,PandasFunctionOperator,fundamental_period,,daily,PENDING,,,,,,,,,,,x|period_id|periods|require_consecutive|revision_policy,{},pandas_numpy|polars|sql,,daily|panel|fundamental_period,strict fiscal-period average
period_cagr,,cleaned_operators.overhaul.base,PandasFunctionOperator,fundamental_period,,daily,PENDING,,,,,,,,,,,x|period_id|periods|periods_per_year|sign_policy|require_consecutive|revision_policy,{},pandas_numpy|polars|sql,,daily|panel|fundamental_period,strict fiscal-period compound growth
period_change,,cleaned_operators.overhaul.base,PandasFunctionOperator,fundamental_period,,daily,PENDING,,,,,,,,,,,x|period_id|periods|mode|require_consecutive|revision_policy,{},pandas_numpy|polars|sql,,daily|panel|fundamental_period,strict fiscal-period change
period_lag,,cleaned_operators.overhaul.base,PandasFunctionOperator,fundamental_period,,daily,PENDING,,,,,,,,,,,x|period_id|periods|revision_policy,{},pandas_numpy|polars|sql,,daily|panel|fundamental_period,exact fiscal ordinal lag with visible revision policy
period_stability,,cleaned_operators.overhaul.base,PandasFunctionOperator,fundamental_period,,daily,PENDING,,,,,,,,,,,x|period_id|periods|method|require_consecutive,{},pandas_numpy|polars,,daily|panel|fundamental_period,stability over exact fiscal periods
piotroski_f_score,,cleaned_operators.fundamental.quality_v2,FundamentalQuality_piotroski_f_score,fundamental_period,fundamental,daily,PENDING,,,,,,,,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id|mask,{},pandas_numpy|polars,,"fundamental|period_aware|pit_safe|causal|typed_v2|signature:roa,ocf,net_profit,leverage,current_ratio,total_capital,gross_margin,asset_turnover,period_id,mask->series|domain:fundamental|unit:ratio|cost:3|flow_type:SinglePeriodFlow|applicable_universe:non_financial|input_semantics:rate",Piotroski F-score（严格股权发行判定）：仅当 9 项信号全部观测到时返回通过数（0..9），否则 NaN（#50）。股权发行信号仅在股本+资本公积无增长（cap_g<=0）时通过（R11 round-2 拆分）。输入语义=Return/Rate 型财务字段，非原始价格/成交量（round-3 item 30）。
piotroski_f_score_tolerant,,cleaned_operators.fundamental.quality_v2,FundamentalQuality_piotroski_f_score_tolerant,fundamental_period,fundamental,extended,PENDING,,,,,,,,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id|mask,{},pandas_numpy|polars,,"fundamental|period_aware|pit_safe|causal|typed_v2|signature:roa,ocf,net_profit,leverage,current_ratio,total_capital,gross_margin,asset_turnover,period_id,mask->series|domain:fundamental|unit:ratio|cost:3|flow_type:SinglePeriodFlow|applicable_universe:non_financial|input_semantics:rate|extended",Piotroski F-score（5% 股权发行容忍）：与 piotroski_f_score 同构（9 项全观测才打分），仅股权发行信号放宽为 cap_g<=5%（历史 piotroski_f_score 行为的独立经济定义）。输入语义=Return/Rate 型财务字段（round-3 item 30）。
piotroski_observed_count,,cleaned_operators.fundamental.quality_v2,FundamentalQuality_piotroski_observed_count,fundamental_period,fundamental,extended,PENDING,,,,,,,,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id|mask,{},pandas_numpy|polars,,"fundamental|period_aware|pit_safe|causal|typed_v2|signature:roa,ocf,net_profit,leverage,current_ratio,total_capital,gross_margin,asset_turnover,period_id,mask->series|domain:fundamental|unit:ratio|cost:3|flow_type:SinglePeriodFlow|applicable_universe:non_financial|input_semantics:rate|extended",Piotroski 观测分量数（0..9），用于完整度诊断（#50）。输入语义=Return/Rate 型财务字段（round-3 item 30）。
piotroski_partial_score,,cleaned_operators.fundamental.quality_v2,FundamentalQuality_piotroski_partial_score,fundamental_period,fundamental,extended,PENDING,,,,,,,,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id,,roa|ocf|net_profit|leverage|current_ratio|total_capital|gross_margin|asset_turnover|period_id|mask,{},pandas_numpy|polars,,"fundamental|period_aware|pit_safe|causal|typed_v2|signature:roa,ocf,net_profit,leverage,current_ratio,total_capital,gross_margin,asset_turnover,period_id,mask->series|domain:fundamental|unit:ratio|cost:3|flow_type:SinglePeriodFlow|applicable_universe:non_financial|input_semantics:rate|extended","Piotroski 部分得分：passed / observed ∈ [0,1]，observed==0 时为 NaN（#50）。输入语义=Return/Rate 型财务字段（round-3 item 30）。"
power,POWER|pow,cleaned_operators.common.elementwise,Pow,math,elementwise_math,daily,PENDING,,,,,,,,,,,x|y,{},pandas_numpy|polars|sql,,math|power|exponent,计算x的y次方（实数域策略：负数底数 & 非整数指数 → NaN，整数指数 → 实数）
price_impact,,cleaned_operators.price_volume.liquidity_v2,LiquidityV2_price_impact,price_volume_extension,price_volume,daily,PENDING,,,,,,,,,,,ret|dollar_volume|window,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|production_extension,Absolute return per dollar-volume price-impact proxy.
price_spread_deviation,,cleaned_operators.common.time_series,PriceSpreadDeviation,time_series,time_series,daily,PENDING,,,,,,,,,,,x|d,"{""d"": ""20""}",pandas_numpy|polars,,time_series|deviation,"相对窗口均值偏离: x / mean(x, d) - 1"
price_turnover_divergence,,cleaned_operators.price_volume.liquidity_v2,LiquidityV2_price_turnover_divergence,price_volume_extension,price_volume,daily,PENDING,,,,,,,,,turnover,,close|turnover|price_window|turnover_window,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|production_extension,Price momentum minus turnover momentum.
price_volume_divergence,,cleaned_operators.price_volume.liquidity_v2,LiquidityV2_price_volume_divergence,price_volume_extension,price_volume,daily,PENDING,,,,,,,,,volume,,close|volume|price_window|volume_window,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|production_extension,Price momentum minus volume momentum.
protected_div,,cleaned_operators.common.gtja_compat,GTJAProtectedDiv,data_cleaning,data_cleaning,internal,DENIED,,,,,,,,,,,x|y|epsilon|default,{},pandas_numpy|polars|sql,,data_cleaning|gtja|scalar_broadcast|internal,支持 Series/标量双向广播的安全除法
quarter_from_cumulative,,cleaned_operators.overhaul.base,PandasFunctionOperator,fundamental_period,,daily,PENDING,,,,,,,,,,,x|period_id|fiscal_quarter|revision_policy,{},pandas_numpy|polars|sql,,daily|panel|fundamental_period,strict cumulative-to-quarter conversion
