canonical,aliases,surface,lifecycle_status,scope,execution_kind,terminal_or_intermediate,direct_use_status,mining_role,agent_visible,production_certified,production_admitted,directly_usable,mining_visible,composition_usable,terminal_usable,context_admitted,backend_passed,backends,backend_status,backend_signature_consistent,pandas_impl,polars_panel_impl,polars_long_impl,duckdb_impl,math_oracle_pass,oracle_pass,prefix_causality_pass,pit_safe,lookback_contract,implementation_certified,semantic_certified,temporal_certified,source_contract_certified,edge_case_passed,determinism_verified,runtime_execution_verified,stateful,execution_model,full_history_replay_required,cost_tier,factor_role
intra_price_vwap_max_negative_excursion,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_price_vwap_max_positive_excursion,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_probe_outcome_score,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,8,intraday_eod
intra_profile_earth_mover_distance,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,7,intraday_eod
intra_range_gap_flag,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,3,intraday_eod
intra_realized_beta,,daily,production,elementwise,pandas_numpy=|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,supporting,research_tool,diagnostic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",,,,,,,,FALSE,independent_with_warmup,FALSE,1,diagnostic
intra_realized_beta_ex_self,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_realized_correlation,,daily,production,elementwise,pandas_numpy=|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,supporting,research_tool,diagnostic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",,,,,,,,FALSE,independent_with_warmup,FALSE,1,diagnostic
intra_realized_correlation_ex_self,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_realized_kurtosis,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_realized_quarticity,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_realized_semivariance,,daily,production,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,intraday_eod
intra_realized_skewness,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_realized_variance,,daily,production,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,intraday_eod
intra_response_curve_features,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,8,intraday_eod
intra_return_activity_corr,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,intraday_eod
intra_return_profile_cosine,,daily,production,elementwise,pandas_numpy=|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,supporting,move_internal,internal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",,,,,,,,FALSE,independent_with_warmup,FALSE,1,internal
intra_round_price_barrier_response,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_round_price_clustering_share,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_same_slot_momentum,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,7,intraday_eod
intra_same_slot_reversal,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,7,intraday_eod
intra_same_slot_zscore,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_segment_amount_share,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,FALSE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,intraday_eod
intra_segment_realized_vol,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,intraday_eod
intra_segment_return,,daily,production,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,intraday_eod
intra_segment_volume_share,,daily,production,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars,implemented,FALSE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,intraday_eod
intra_segment_vwap_deviation,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,intraday_eod
intra_session_boundary_jump,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_session_mean_reversion,,extended,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,5,intraday_eod
intra_session_return_asymmetry,,daily,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_signed_imbalance_proxy,,daily,production,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,intraday_eod
intra_signed_jump_ratio,intraday_signed_jump_balance,daily,production,elementwise,pandas_numpy=|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,supporting,move_internal,internal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",,,,,,,,FALSE,independent_with_warmup,FALSE,1,internal
intra_signed_return_profile_cosine,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,7,intraday_eod
intra_signed_tail_variation_ratio,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_slice_mask_pair_reduce,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_slice_mask_reduce,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_slot_amount_surprise,,daily,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_slot_volatility_surprise,,daily,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_slot_volume_surprise,,daily,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_smart_money_vwap_ratio,,extended,experimental,session_intraday,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_state_count,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_state_dwell_stats,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_state_follow_beta,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_state_follow_corr,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
intra_state_follow_ratio,,extended,experimental,session_intraday,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,intraday_eod,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,6,intraday_eod
